batch | sem | reg_no | branch_code | branch_name | subject_type | subject_code | subject_name | credit
22 | II | 22110103006 | 110 | Electrical & Electronics Engineering | theory | 103201 | PHYSICS (WAVE AND OPTICS AND INTRODUCTION TO QUANTUM MECHANICS) | 4.00
22 | II | 22110103006 | 110 | Electrical & Electronics Engineering | theory | 103202 | MATHEMATICS - II (LINEAR ALGEBRA, TRANSFORM CALCULUS AND NUMERICAL METHODS) | 4.00
22 | II | 22110103006 | 110 | Electrical & Electronics Engineering | practical | 100201P | BASIC ELECTRICAL ENGINEERING | 1.00
22 | II | 22110103006 | 110 | Electrical & Electronics Engineering | practical | 100202P | ENGINEERING GRAPHICS & DESIGN | 2.00
22 | II | 22110103006 | 110 | Electrical & Electronics Engineering | practical | 103201P | PHYSICS (WAVE AND OPTICS AND INTRODUCTION TO QUANTUM MECHANICS) | 1.50
22 | III | 22110103006 | 110 | Electrical & Electronics Engineering | theory | 100305 | DIGITAL ELECTRONICS | 3.00
22 | III | 22110103006 | 110 | Electrical & Electronics Engineering | theory | 100306 | ELECTRICAL CIRCUIT ANALYSIS | 4.00
22 | III | 22110103006 | 110 | Electrical & Electronics Engineering | theory | 100307 | ELECTRICAL MACHINES - I | 3.00
22 | III | 22110103006 | 110 | Electrical & Electronics Engineering | theory | 100308 | ELECTROMAGNETIC FIELDS | 4.00
22 | III | 22110103006 | 110 | Electrical & Electronics Engineering | theory | 100310 | ENGINEERING MECHANICS | 4.00
22 | III | 22110103006 | 110 | Electrical & Electronics Engineering | practical | 100307P | Electrical Machines Laboratory – I | 1.00
22 | III | 22110103006 | 110 | Electrical & Electronics Engineering | practical | 100399P | Internship | 4.00
22 | III | 22110103006 | 110 | Electrical & Electronics Engineering | practical | 110301P | MOOCs / SWAYAM / NPTEL Courses - 1 | 2.00
22 | IV | 22110103006 | 110 | Electrical & Electronics Engineering | theory | 100401 | Biology for Engineers | 3.00
22 | IV | 22110103006 | 110 | Electrical & Electronics Engineering | theory | 110401 | Analog Electronics | 3.00
22 | IV | 22110103006 | 110 | Electrical & Electronics Engineering | theory | 110402 | Electrical Machines – II | 3.00
22 | IV | 22110103006 | 110 | Electrical & Electronics Engineering | theory | 110404 | Mathematics–III (Probability and Statistics) | 4.00
22 | IV | 22110103006 | 110 | Electrical & Electronics Engineering | theory | 110405 | Microprocessors | 3.00
22 | IV | 22110103006 | 110 | Electrical & Electronics Engineering | theory | 110406 | Signals and Systems | 3.00
22 | IV | 22110103006 | 110 | Electrical & Electronics Engineering | theory | 110408 | Organizational Behavior & Industrial Psychology | 2.00
22 | IV | 22110103006 | 110 | Electrical & Electronics Engineering | practical | 110401P | Analog Electronics | 1.00
22 | IV | 22110103006 | 110 | Electrical & Electronics Engineering | practical | 110402P | Electrical Machines – II | 1.00
22 | IV | 22110103006 | 110 | Electrical & Electronics Engineering | practical | 110405P | Microprocessors | 1.00
22 | I | 22112111002 | 112 | Fire Technology and Safety | theory | 100101 | BASIC ELECTRICAL ENGINEERING | 4.00
22 | I | 22112111002 | 112 | Fire Technology and Safety | theory | 100102 | ENGINEERING GRAPHICS & DESIGN | 1.00
22 | I | 22112111002 | 112 | Fire Technology and Safety | theory | 102101 | PHYSICS (ELECTROMAGNETISM) | 4.00
22 | I | 22112111002 | 112 | Fire Technology and Safety | theory | 102102 | MATHEMATICS - I (CALCULUS AND LINEAR ALGEBRA) | 4.00
22 | I | 22112111002 | 112 | Fire Technology and Safety | practical | 100101P | BASIC ELECTRICAL ENGINEERING | 1.00
22 | I | 22112111002 | 112 | Fire Technology and Safety | practical | 100102P | ENGINEERING GRAPHICS & DESIGN | 2.00
22 | I | 22112111002 | 112 | Fire Technology and Safety | practical | 102101P | PHYSICS (ELECTROMAGNETISM) | 1.50
22 | II | 22112111002 | 112 | Fire Technology and Safety | theory | 100203 | CHEMISTRY | 4.00
22 | II | 22112111002 | 112 | Fire Technology and Safety | theory | 100204 | PROGRAMMING FOR PROBLEM SOLVING | 3.00
22 | II | 22112111002 | 112 | Fire Technology and Safety | theory | 100205 | WORKSHOP MANUFACTURING PRACTICES | 1.00
22 | II | 22112111002 | 112 | Fire Technology and Safety | theory | 100206 | ENGLISH | 2.00
22 | II | 22112111002 | 112 | Fire Technology and Safety | theory | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | 4.00
22 | II | 22112111002 | 112 | Fire Technology and Safety | practical | 100203P | CHEMISTRY | 1.50
22 | II | 22112111002 | 112 | Fire Technology and Safety | practical | 100204P | PROGRAMMING FOR PROBLEM SOLVING | 2.00
22 | II | 22112111002 | 112 | Fire Technology and Safety | practical | 100205P | WORKSHOP MANUFACTURING PRACTICES | 2.00
22 | II | 22112111002 | 112 | Fire Technology and Safety | practical | 100206P | ENGLISH | 1.00
22 | III | 22112111002 | 112 | Fire Technology and Safety | theory | 112301 | Occupation Health & Hygiene | 3.00
22 | III | 22112111002 | 112 | Fire Technology and Safety | theory | 112302 | Safety Engineering & Fire Technology | 3.00
22 | III | 22112111002 | 112 | Fire Technology and Safety | theory | 112303 | Building Drawing & Design Aspect | 3.00
22 | III | 22112111002 | 112 | Fire Technology and Safety | theory | 112304 | Strength of Materials | 3.00
22 | III | 22112111002 | 112 | Fire Technology and Safety | theory | 112305 | Python programming | 3.00
22 | III | 22112111002 | 112 | Fire Technology and Safety | theory | 112306 | Mathematics – III | 4.00
22 | III | 22112111002 | 112 | Fire Technology and Safety | practical | 112301P | Occupation Health & Hygiene Lab | 1.50
22 | III | 22112111002 | 112 | Fire Technology and Safety | practical | 112303P | Building Drawing & Design Aspect Lab | 1.50
22 | III | 22112111002 | 112 | Fire Technology and Safety | practical | 112304P | Strength of Materials Lab | 1.50
22 | III | 22112111002 | 112 | Fire Technology and Safety | practical | 112305P | Python programming Lab | 1.50
22 | IV | 22112111002 | 112 | Fire Technology and Safety | theory | 112401 | Heat and Mass Transfer | 4.00
22 | IV | 22112111002 | 112 | Fire Technology and Safety | theory | 112402 | Planning and Design of Fire Protection System | 4.00
22 | IV | 22112111002 | 112 | Fire Technology and Safety | theory | 112403 | Electrical Technology and Sefety | 3.00
22 | IV | 22112111002 | 112 | Fire Technology and Safety | theory | 112404 | Smoke Management and Fire Alarm System | 3.00
22 | IV | 22112111002 | 112 | Fire Technology and Safety | theory | 112405 | Engineering Fluid Mechanics and Pumping Machinery | 3.00
22 | IV | 22112111002 | 112 | Fire Technology and Safety | practical | 112403P | Electrical Technology and Sefety Lab | 1.00
22 | IV | 22112111002 | 112 | Fire Technology and Safety | practical | 112404P | Smoke Management and Fire Alarm System Lab | 1.00
22 | IV | 22112111002 | 112 | Fire Technology and Safety | practical | 112405P | Engineering Fluid Mechanics and Pumping Machinery Lab | 1.00
22 | I | 22113124012 | 113 | Mining Engineering | theory | 100101 | BASIC ELECTRICAL ENGINEERING | 4.00
22 | I | 22113124012 | 113 | Mining Engineering | theory | 100102 | ENGINEERING GRAPHICS & DESIGN | 1.00
22 | I | 22113124012 | 113 | Mining Engineering | theory | 102101 | PHYSICS (ELECTROMAGNETISM) | 4.00
22 | I | 22113124012 | 113 | Mining Engineering | theory | 102102 | MATHEMATICS - I (CALCULUS AND LINEAR ALGEBRA) | 4.00
22 | I | 22113124012 | 113 | Mining Engineering | practical | 100101P | BASIC ELECTRICAL ENGINEERING | 1.00
22 | I | 22113124012 | 113 | Mining Engineering | practical | 100102P | ENGINEERING GRAPHICS & DESIGN | 2.00
22 | I | 22113124012 | 113 | Mining Engineering | practical | 102101P | PHYSICS (ELECTROMAGNETISM) | 1.50
22 | II | 22113124012 | 113 | Mining Engineering | theory | 100203 | CHEMISTRY | 4.00
22 | II | 22113124012 | 113 | Mining Engineering | theory | 100204 | PROGRAMMING FOR PROBLEM SOLVING | 3.00
22 | II | 22113124012 | 113 | Mining Engineering | theory | 100205 | WORKSHOP MANUFACTURING PRACTICES | 1.00
22 | II | 22113124012 | 113 | Mining Engineering | theory | 100206 | ENGLISH | 2.00
22 | II | 22113124012 | 113 | Mining Engineering | theory | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | 4.00
22 | II | 22113124012 | 113 | Mining Engineering | practical | 100203P | CHEMISTRY | 1.50
22 | II | 22113124012 | 113 | Mining Engineering | practical | 100204P | PROGRAMMING FOR PROBLEM SOLVING | 2.00
22 | II | 22113124012 | 113 | Mining Engineering | practical | 100205P | WORKSHOP MANUFACTURING PRACTICES | 2.00
22 | II | 22113124012 | 113 | Mining Engineering | practical | 100206P | ENGLISH | 1.00
22 | III | 22113124012 | 113 | Mining Engineering | theory | 113301 | Engineering Materials | 3.00
22 | III | 22113124012 | 113 | Mining Engineering | theory | 113302 | Basics of Mining Engineering | 3.00
22 | III | 22113124012 | 113 | Mining Engineering | theory | 113303 | Mining Environment-I | 3.00
22 | III | 22113124012 | 113 | Mining Engineering | theory | 113304 | Mining Geology | 3.00
22 | III | 22113124012 | 113 | Mining Engineering | theory | 113305 | Python programming | 3.00
22 | III | 22113124012 | 113 | Mining Engineering | theory | 113306 | Maths – III | 4.00
22 | III | 22113124012 | 113 | Mining Engineering | practical | 113304P | Mining Geology Lab | 1.50
22 | III | 22113124012 | 113 | Mining Engineering | practical | 113305P | Python programming Lab | 1.50
22 | IV | 22113124012 | 113 | Mining Engineering | theory | 113401 | Basic Surface Mining | 3.00
22 | IV | 22113124012 | 113 | Mining Engineering | theory | 113402 | Underground Coal Mining | 4.00
22 | IV | 22113124012 | 113 | Mining Engineering | theory | 113403 | Mine Ventilation Engineering | 4.00
22 | IV | 22113124012 | 113 | Mining Engineering | theory | 113404 | Drilling and Blasting | 3.00
22 | IV | 22113124012 | 113 | Mining Engineering | theory | 113405 | Mining Machinery | 3.00
22 | IV | 22113124012 | 113 | Mining Engineering | practical | 113403P | Mine Ventilation Engineering Lab | 1.00
22 | IV | 22113124012 | 113 | Mining Engineering | practical | 113404P | Drilling and Blasting Lab | 1.00
22 | IV | 22113124012 | 113 | Mining Engineering | practical | 113405P | Mining Machinery Lab | 1.00
22 | I | 22114125006 | 114 | Chemical Engineering | theory | 100103 | CHEMISTRY | 4.00
22 | I | 22114125006 | 114 | Chemical Engineering | theory | 100104 | PROGRAMMING FOR PROBLEM SOLVING | 3.00
22 | I | 22114125006 | 114 | Chemical Engineering | theory | 100105 | WORKSHOP MANUFACTURING PRACTICES | 1.00
22 | I | 22114125006 | 114 | Chemical Engineering | theory | 100106 | ENGLISH | 2.00
22 | I | 22114125006 | 114 | Chemical Engineering | theory | 103102 | MATHEMATICS - I (CALCULUS AND DIFFERENTIAL EQUATIONS) | 4.00
22 | I | 22114125006 | 114 | Chemical Engineering | practical | 100103P | CHEMISTRY | 1.50
22 | I | 22114125006 | 114 | Chemical Engineering | practical | 100104P | PROGRAMMING FOR PROBLEM SOLVING | 2.00
22 | I | 22114125006 | 114 | Chemical Engineering | practical | 100105P | WORKSHOP MANUFACTURING PRACTICES | 2.00
22 | I | 22114125006 | 114 | Chemical Engineering | practical | 100106P | ENGLISH | 1.00
22 | II | 22114125006 | 114 | Chemical Engineering | theory | 100201 | BASIC ELECTRICAL ENGINEERING | 4.00
22 | II | 22114125006 | 114 | Chemical Engineering | theory | 100202 | ENGINEERING GRAPHICS & DESIGN | 1.00
22 | II | 22114125006 | 114 | Chemical Engineering | theory | 103201 | PHYSICS (WAVE AND OPTICS AND INTRODUCTION TO QUANTUM MECHANICS) | 4.00
22 | II | 22114125006 | 114 | Chemical Engineering | theory | 103202 | MATHEMATICS - II (LINEAR ALGEBRA, TRANSFORM CALCULUS AND NUMERICAL METHODS) | 4.00
22 | II | 22114125006 | 114 | Chemical Engineering | practical | 100201P | BASIC ELECTRICAL ENGINEERING | 1.00
22 | II | 22114125006 | 114 | Chemical Engineering | practical | 100202P | ENGINEERING GRAPHICS & DESIGN | 2.00
22 | II | 22114125006 | 114 | Chemical Engineering | practical | 103201P | PHYSICS (WAVE AND OPTICS AND INTRODUCTION TO QUANTUM MECHANICS) | 1.50
22 | III | 22114125006 | 114 | Chemical Engineering | theory | 114301 | Introduction to Chemical Engineering | 3.00
22 | III | 22114125006 | 114 | Chemical Engineering | theory | 114302 | Process Calculation | 3.00
22 | III | 22114125006 | 114 | Chemical Engineering | theory | 114303 | Solid Fluid Operations | 3.00
22 | III | 22114125006 | 114 | Chemical Engineering | theory | 114304 | Physical & Organic Chemistry | 3.00
22 | III | 22114125006 | 114 | Chemical Engineering | theory | 114305 | Python programming | 3.00
22 | III | 22114125006 | 114 | Chemical Engineering | theory | 114306 | Maths – III | 4.00
22 | III | 22114125006 | 114 | Chemical Engineering | practical | 114303p | Solid Fluid Operations Lab | 1.50
22 | III | 22114125006 | 114 | Chemical Engineering | practical | 114305p | Python programming Lab | 1.50
22 | IV | 22114125006 | 114 | Chemical Engineering | theory | 114401 | Chemical Process Technology | 3.00
22 | IV | 22114125006 | 114 | Chemical Engineering | theory | 114402 | Chemical Engineering Materials | 3.00
22 | IV | 22114125006 | 114 | Chemical Engineering | theory | 114403 | Chemical Engineering Thermodynamics | 3.00
22 | IV | 22114125006 | 114 | Chemical Engineering | theory | 114404 | Industrial Fluid Flow Operations | 3.00
22 | IV | 22114125006 | 114 | Chemical Engineering | theory | 114405 | Process Equipment Design and Drawing | 3.00
22 | IV | 22114125006 | 114 | Chemical Engineering | practical | 114401P | Chemical Process Technology Lab | 2.00
22 | IV | 22114125006 | 114 | Chemical Engineering | practical | 114404P | Industrial Fluid Flow Operation Lab | 2.00
22 | IV | 22114125006 | 114 | Chemical Engineering | practical | 114405P | Process Equipment Design and Drawing Lab | 2.00
22 | I | 22115117003 | 115 | Food Processing and Preservation | theory | 100101 | BASIC ELECTRICAL ENGINEERING | 4.00
22 | I | 22115117003 | 115 | Food Processing and Preservation | theory | 100102 | ENGINEERING GRAPHICS & DESIGN | 1.00
22 | I | 22115117003 | 115 | Food Processing and Preservation | theory | 101101 | PHYSICS(MECHANICS) | 4.00
22 | I | 22115117003 | 115 | Food Processing and Preservation | theory | 101102 | MATHEMATICS - I (CALCULUS,MULTIVARIABLE CALCULUS AND LINEAR ALGEBRA) | 4.00
22 | I | 22115117003 | 115 | Food Processing and Preservation | practical | 100101P | BASIC ELECTRICAL ENGINEERING | 1.00
22 | I | 22115117003 | 115 | Food Processing and Preservation | practical | 100102P | ENGINEERING GRAPHICS & DESIGN | 2.00
22 | I | 22115117003 | 115 | Food Processing and Preservation | practical | 101101P | PHYSICS (MECHANICS & MECHANICS OF SOLIDS) | 1.50
22 | II | 22115117003 | 115 | Food Processing and Preservation | theory | 100203 | CHEMISTRY | 4.00
22 | II | 22115117003 | 115 | Food Processing and Preservation | theory | 100204 | PROGRAMMING FOR PROBLEM SOLVING | 3.00
22 | II | 22115117003 | 115 | Food Processing and Preservation | theory | 100205 | WORKSHOP MANUFACTURING PRACTICES | 1.00
22 | II | 22115117003 | 115 | Food Processing and Preservation | theory | 100206 | ENGLISH | 2.00
22 | II | 22115117003 | 115 | Food Processing and Preservation | theory | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | 4.00
22 | II | 22115117003 | 115 | Food Processing and Preservation | practical | 100203P | CHEMISTRY | 1.50
22 | II | 22115117003 | 115 | Food Processing and Preservation | practical | 100204P | PROGRAMMING FOR PROBLEM SOLVING | 2.00
22 | II | 22115117003 | 115 | Food Processing and Preservation | practical | 100205P | WORKSHOP MANUFACTURING PRACTICES | 2.00
22 | II | 22115117003 | 115 | Food Processing and Preservation | practical | 100206P | ENGLISH | 1.00
22 | III | 22115117003 | 115 | Food Processing and Preservation | theory | 115301 | Principles of Food Preservation | 4.00
22 | III | 22115117003 | 115 | Food Processing and Preservation | theory | 115302 | Food Processing Operations | 3.00
22 | III | 22115117003 | 115 | Food Processing and Preservation | theory | 115303 | Food Microbiology | 3.00
22 | III | 22115117003 | 115 | Food Processing and Preservation | theory | 115304 | Food Chemistry | 3.00
22 | III | 22115117003 | 115 | Food Processing and Preservation | theory | 115305 | Maths – III | 4.00
22 | III | 22115117003 | 115 | Food Processing and Preservation | theory | 115306 | Python programming | 3.00
22 | III | 22115117003 | 115 | Food Processing and Preservation | practical | 115302P | Food Processing Operations Lab | 1.50
22 | III | 22115117003 | 115 | Food Processing and Preservation | practical | 115303P | Food Microbiology Lab | 1.50
22 | III | 22115117003 | 115 | Food Processing and Preservation | practical | 115304P | Food Chemistry Lab | 1.50
22 | III | 22115117003 | 115 | Food Processing and Preservation | practical | 115306P | Python programming Lab | 1.50
22 | IV | 22115117003 | 115 | Food Processing and Preservation | theory | 115401 | Food Engineering | 4.00
22 | IV | 22115117003 | 115 | Food Processing and Preservation | theory | 115402 | Human Nutrition | 3.00
22 | IV | 22115117003 | 115 | Food Processing and Preservation | theory | 115403 | Industrial Microbiology | 3.00
22 | IV | 22115117003 | 115 | Food Processing and Preservation | theory | 115404 | Technology of Cereal, Pulses and Oil Seeds Products | 4.00
22 | IV | 22115117003 | 115 | Food Processing and Preservation | practical | 115401P | Food Engineering Lab | 1.50
22 | IV | 22115117003 | 115 | Food Processing and Preservation | practical | 115402P | Human Nutrition Lab | 1.50
22 | IV | 22115117003 | 115 | Food Processing and Preservation | practical | 115403P | Industrial Microbiology Lab | 1.50
22 | IV | 22115117003 | 115 | Food Processing and Preservation | practical | 115404P | Technology of Cereal, Pulses and Oil Seeds Products Lab | 1.50
22 | I | 22116109002 | 116 | Aeronautical Engineering | theory | 100101 | BASIC ELECTRICAL ENGINEERING | 4.00
22 | I | 22116109002 | 116 | Aeronautical Engineering | theory | 100102 | ENGINEERING GRAPHICS & DESIGN | 1.00
22 | I | 22116109002 | 116 | Aeronautical Engineering | theory | 102101 | PHYSICS (ELECTROMAGNETISM) | 4.00
22 | I | 22116109002 | 116 | Aeronautical Engineering | theory | 102102 | MATHEMATICS - I (CALCULUS AND LINEAR ALGEBRA) | 4.00
22 | I | 22116109002 | 116 | Aeronautical Engineering | practical | 100101P | BASIC ELECTRICAL ENGINEERING | 1.00
22 | I | 22116109002 | 116 | Aeronautical Engineering | practical | 100102P | ENGINEERING GRAPHICS & DESIGN | 2.00
22 | I | 22116109002 | 116 | Aeronautical Engineering | practical | 102101P | PHYSICS (ELECTROMAGNETISM) | 1.50
22 | II | 22116109002 | 116 | Aeronautical Engineering | theory | 100203 | CHEMISTRY | 4.00
22 | II | 22116109002 | 116 | Aeronautical Engineering | theory | 100204 | PROGRAMMING FOR PROBLEM SOLVING | 3.00
22 | II | 22116109002 | 116 | Aeronautical Engineering | theory | 100205 | WORKSHOP MANUFACTURING PRACTICES | 1.00
22 | II | 22116109002 | 116 | Aeronautical Engineering | theory | 100206 | ENGLISH | 2.00
22 | II | 22116109002 | 116 | Aeronautical Engineering | theory | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | 4.00
22 | II | 22116109002 | 116 | Aeronautical Engineering | practical | 100203P | CHEMISTRY | 1.50
22 | II | 22116109002 | 116 | Aeronautical Engineering | practical | 100204P | PROGRAMMING FOR PROBLEM SOLVING | 2.00
22 | II | 22116109002 | 116 | Aeronautical Engineering | practical | 100205P | WORKSHOP MANUFACTURING PRACTICES | 2.00
22 | II | 22116109002 | 116 | Aeronautical Engineering | practical | 100206P | ENGLISH | 1.00
22 | III | 22116109002 | 116 | Aeronautical Engineering | theory | 116301 | Elements of Aeronautical Engineering | 3.00
22 | III | 22116109002 | 116 | Aeronautical Engineering | theory | 116302 | Mechanics of Solids | 3.00
22 | III | 22116109002 | 116 | Aeronautical Engineering | theory | 116303 | Aero Engineering Thermdynamics | 4.00
22 | III | 22116109002 | 116 | Aeronautical Engineering | theory | 116304 | Python Programming | 3.00
22 | III | 22116109002 | 116 | Aeronautical Engineering | theory | 116305 | Maths – III | 4.00
22 | III | 22116109002 | 116 | Aeronautical Engineering | practical | 116302p | Mechanics of Solids Lab | 1.50
22 | III | 22116109002 | 116 | Aeronautical Engineering | practical | 116303p | Aero Engineering Thermodynamics Lab | 2.00
22 | III | 22116109002 | 116 | Aeronautical Engineering | practical | 116304p | Python Programming Lab | 1.50
22 | IV | 22116109002 | 116 | Aeronautical Engineering | theory | 116401 | Fluids Mechanics | 4.00
22 | IV | 22116109002 | 116 | Aeronautical Engineering | theory | 116402 | Propulsion-I | 4.00
22 | IV | 22116109002 | 116 | Aeronautical Engineering | theory | 116403 | Aircraft Structures-I | 4.00
22 | IV | 22116109002 | 116 | Aeronautical Engineering | theory | 116404 | Aircraft Hardware and Materials | 4.00
22 | IV | 22116109002 | 116 | Aeronautical Engineering | practical | 116401P | Fluids Mechanics | 1.50
22 | IV | 22116109002 | 116 | Aeronautical Engineering | practical | 116405P | Computer Aided Drafting and Modelling | 2.00
22 | I | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 100103 | CHEMISTRY | 4.00
22 | I | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 100104 | PROGRAMMING FOR PROBLEM SOLVING | 3.00
22 | I | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 100105 | WORKSHOP MANUFACTURING PRACTICES | 1.00
22 | I | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 100106 | ENGLISH | 2.00
22 | I | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 103102 | MATHEMATICS - I (CALCULUS AND DIFFERENTIAL EQUATIONS) | 4.00
22 | I | 22117107001 | 117 | Biomedical and Robotic Engineering | practical | 100103P | CHEMISTRY | 1.50
22 | I | 22117107001 | 117 | Biomedical and Robotic Engineering | practical | 100104P | PROGRAMMING FOR PROBLEM SOLVING | 2.00
22 | I | 22117107001 | 117 | Biomedical and Robotic Engineering | practical | 100105P | WORKSHOP MANUFACTURING PRACTICES | 2.00
22 | I | 22117107001 | 117 | Biomedical and Robotic Engineering | practical | 100106P | ENGLISH | 1.00
22 | II | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 100201 | BASIC ELECTRICAL ENGINEERING | 4.00
22 | II | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 100202 | ENGINEERING GRAPHICS & DESIGN | 1.00
22 | II | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 103201 | PHYSICS (WAVE AND OPTICS AND INTRODUCTION TO QUANTUM MECHANICS) | 4.00
22 | II | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 103202 | MATHEMATICS - II (LINEAR ALGEBRA, TRANSFORM CALCULUS AND NUMERICAL METHODS) | 4.00
22 | II | 22117107001 | 117 | Biomedical and Robotic Engineering | practical | 100201P | BASIC ELECTRICAL ENGINEERING | 1.00
22 | II | 22117107001 | 117 | Biomedical and Robotic Engineering | practical | 100202P | ENGINEERING GRAPHICS & DESIGN | 2.00
22 | II | 22117107001 | 117 | Biomedical and Robotic Engineering | practical | 103201P | PHYSICS (WAVE AND OPTICS AND INTRODUCTION TO QUANTUM MECHANICS) | 1.50
22 | III | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 117301 | Human Anatomy and Physiology | 3.00
22 | III | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 117302 | Analog and Digital Circuit Design | 3.00
22 | III | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 117303 | Biomaterials Science and Engineering | 3.00
22 | III | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 117304 | Fundamentals of Robotics | 3.00
22 | III | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 117305 | Python programming | 3.00
22 | III | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 117306 | Maths – III | 4.00
22 | III | 22117107001 | 117 | Biomedical and Robotic Engineering | practical | 117302p | Analog and Digital Circuit Design Lab | 2.00
22 | III | 22117107001 | 117 | Biomedical and Robotic Engineering | practical | 117304p | Fundamentals of Robotics Lab | 1.50
22 | III | 22117107001 | 117 | Biomedical and Robotic Engineering | practical | 117305p | Python programming Lab | 1.50
22 | IV | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 117401 | Biomedical Transducer and Instrumentaition | 3.00
22 | IV | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 117402 | Robotics Mwechanics, Kinematics and Dynamics | 4.00
22 | IV | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 117403 | Robotics Sensor and Actuaator | 4.00
22 | IV | 22117107001 | 117 | Biomedical and Robotic Engineering | theory | 117404 | Principles of Communication Engineering | 3.00
22 | IV | 22117107001 | 117 | Biomedical and Robotic Engineering | practical | 117401P | Biomedical Transducer and Instrumentaition Lab | 1.50
22 | IV | 22117107001 | 117 | Biomedical and Robotic Engineering | practical | 117402P | Robotics Mwechanics, Kinematics and Dynamics Lab | 1.50
22 | IV | 22117107001 | 117 | Biomedical and Robotic Engineering | practical | 117403P | Robotics Sensor and Actuaator Lab | 1.50
22 | IV | 22117107001 | 117 | Biomedical and Robotic Engineering | practical | 117404P | Principles of Communication Engineering Lab | 1.50
22 | I | 22118128004 | 118 | 3-D Animation and Graphics | theory | 100103 | CHEMISTRY | 4.00
22 | I | 22118128004 | 118 | 3-D Animation and Graphics | theory | 100104 | PROGRAMMING FOR PROBLEM SOLVING | 3.00
22 | I | 22118128004 | 118 | 3-D Animation and Graphics | theory | 100105 | WORKSHOP MANUFACTURING PRACTICES | 1.00
22 | I | 22118128004 | 118 | 3-D Animation and Graphics | theory | 100106 | ENGLISH | 2.00
22 | I | 22118128004 | 118 | 3-D Animation and Graphics | theory | 105102 | MATHEMATICS - I (CALCULUS AND LINEAR ALGEBRA) | 4.00
22 | I | 22118128004 | 118 | 3-D Animation and Graphics | practical | 100103P | CHEMISTRY | 1.50
22 | I | 22118128004 | 118 | 3-D Animation and Graphics | practical | 100104P | PROGRAMMING FOR PROBLEM SOLVING | 2.00
22 | I | 22118128004 | 118 | 3-D Animation and Graphics | practical | 100105P | WORKSHOP MANUFACTURING PRACTICES | 2.00
22 | I | 22118128004 | 118 | 3-D Animation and Graphics | practical | 100106P | ENGLISH | 1.00
22 | II | 22118128004 | 118 | 3-D Animation and Graphics | theory | 100201 | BASIC ELECTRICAL ENGINEERING | 4.00
22 | II | 22118128004 | 118 | 3-D Animation and Graphics | theory | 100202 | ENGINEERING GRAPHICS & DESIGN | 1.00
22 | II | 22118128004 | 118 | 3-D Animation and Graphics | theory | 105201 | PHYSICS (SEMICONDUCTOR PHYSICS) | 4.00
22 | II | 22118128004 | 118 | 3-D Animation and Graphics | theory | 105202 | MATHEMATICS - II (PROBABILITY AND STATISTICS) | 4.00
22 | II | 22118128004 | 118 | 3-D Animation and Graphics | practical | 100201P | BASIC ELECTRICAL ENGINEERING | 1.00
22 | II | 22118128004 | 118 | 3-D Animation and Graphics | practical | 100202P | ENGINEERING GRAPHICS & DESIGN | 2.00
22 | II | 22118128004 | 118 | 3-D Animation and Graphics | practical | 105201P | PHYSICS (SEMICONDUCTOR PHYSICS) | 1.50
22 | III | 22118128004 | 118 | 3-D Animation and Graphics | theory | 118301 | Drawing and Sketching | 4.00
22 | III | 22118128004 | 118 | 3-D Animation and Graphics | theory | 118302 | Fundamentals of Multimedia | 3.00
22 | III | 22118128004 | 118 | 3-D Animation and Graphics | theory | 118303 | Basics of Communication | 3.00
22 | III | 22118128004 | 118 | 3-D Animation and Graphics | theory | 118304 | Illustration and Image processing | 4.00
22 | III | 22118128004 | 118 | 3-D Animation and Graphics | theory | 118305 | Python programming | 3.00
22 | III | 22118128004 | 118 | 3-D Animation and Graphics | practical | 118301p | Drawing and Sketching Lab | 1.50
22 | III | 22118128004 | 118 | 3-D Animation and Graphics | practical | 118302p | Fundamentals of Multimedia Lab | 1.50
22 | III | 22118128004 | 118 | 3-D Animation and Graphics | practical | 118304p | Illustration and Image processing Lab | 1.50
22 | III | 22118128004 | 118 | 3-D Animation and Graphics | practical | 118305p | Python programming lab | 1.50
